,fullpath,project,path,filename,ext,lines
31,OpenRA.Game/Graphics/AnimationWithOffset.cs,OpenRA.Game,Graphics,AnimationWithOffset.cs,.cs,60
32,OpenRA.Game/Graphics/ChromeProvider.cs,OpenRA.Game,Graphics,ChromeProvider.cs,.cs,283
33,OpenRA.Game/Graphics/CursorManager.cs,OpenRA.Game,Graphics,CursorManager.cs,.cs,294
34,OpenRA.Game/Graphics/CursorProvider.cs,OpenRA.Game,Graphics,CursorProvider.cs,.cs,66
35,OpenRA.Game/Graphics/CursorSequence.cs,OpenRA.Game,Graphics,CursorSequence.cs,.cs,60
36,OpenRA.Game/Graphics/HardwarePalette.cs,OpenRA.Game,Graphics,HardwarePalette.cs,.cs,155
37,OpenRA.Game/Graphics/Model.cs,OpenRA.Game,Graphics,Model.cs,.cs,94
38,OpenRA.Game/Graphics/ModelAnimation.cs,OpenRA.Game,Graphics,ModelAnimation.cs,.cs,51
39,OpenRA.Game/Graphics/ModelRenderer.cs,OpenRA.Game,Graphics,ModelRenderer.cs,.cs,377
40,OpenRA.Game/Graphics/Palette.cs,OpenRA.Game,Graphics,Palette.cs,.cs,159
41,OpenRA.Game/Graphics/PaletteReference.cs,OpenRA.Game,Graphics,PaletteReference.cs,.cs,34
42,OpenRA.Game/Graphics/PlatformInterfaces.cs,OpenRA.Game,Graphics,PlatformInterfaces.cs,.cs,176
43,OpenRA.Game/Graphics/PlayerColorRemap.cs,OpenRA.Game,Graphics,PlayerColorRemap.cs,.cs,51
44,OpenRA.Game/Graphics/Renderable.cs,OpenRA.Game,Graphics,Renderable.cs,.cs,60
45,OpenRA.Game/Graphics/RgbaColorRenderer.cs,OpenRA.Game,Graphics,RgbaColorRenderer.cs,.cs,279
46,OpenRA.Game/Graphics/RgbaSpriteRenderer.cs,OpenRA.Game,Graphics,RgbaSpriteRenderer.cs,.cs,57
47,OpenRA.Game/Graphics/SequenceProvider.cs,OpenRA.Game,Graphics,SequenceProvider.cs,.cs,150
48,OpenRA.Game/Graphics/Sheet.cs,OpenRA.Game,Graphics,Sheet.cs,.cs,148
49,OpenRA.Game/Graphics/SheetBuilder.cs,OpenRA.Game,Graphics,SheetBuilder.cs,.cs,161
50,OpenRA.Game/Graphics/Sprite.cs,OpenRA.Game,Graphics,Sprite.cs,.cs,81
51,OpenRA.Game/Graphics/SpriteFont.cs,OpenRA.Game,Graphics,SpriteFont.cs,.cs,436
52,OpenRA.Game/Graphics/SpriteLoader.cs,OpenRA.Game,Graphics,SpriteLoader.cs,.cs,195
53,OpenRA.Game/Graphics/SpriteRenderable.cs,OpenRA.Game,Graphics,SpriteRenderable.cs,.cs,113
54,OpenRA.Game/Graphics/SpriteRenderer.cs,OpenRA.Game,Graphics,SpriteRenderer.cs,.cs,250
55,OpenRA.Game/Graphics/TargetLineRenderable.cs,OpenRA.Game,Graphics,TargetLineRenderable.cs,.cs,77
56,OpenRA.Game/Graphics/TerrainSpriteLayer.cs,OpenRA.Game,Graphics,TerrainSpriteLayer.cs,.cs,232
57,OpenRA.Game/Graphics/UISpriteRenderable.cs,OpenRA.Game,Graphics,UISpriteRenderable.cs,.cs,74
58,OpenRA.Game/Graphics/Util.cs,OpenRA.Game,Graphics,Util.cs,.cs,448
59,OpenRA.Game/Graphics/Vertex.cs,OpenRA.Game,Graphics,Vertex.cs,.cs,49
60,OpenRA.Game/Graphics/Video.cs,OpenRA.Game,Graphics,Video.cs,.cs,33
61,OpenRA.Game/Graphics/VideoLoader.cs,OpenRA.Game,Graphics,VideoLoader.cs,.cs,32
62,OpenRA.Game/Graphics/Viewport.cs,OpenRA.Game,Graphics,Viewport.cs,.cs,417
63,OpenRA.Game/Graphics/WorldRenderer.cs,OpenRA.Game,Graphics,WorldRenderer.cs,.cs,429
64,OpenRA.Game/./HotkeyDefinition.cs,OpenRA.Game,.,HotkeyDefinition.cs,.cs,41
65,OpenRA.Game/./HotkeyManager.cs,OpenRA.Game,.,HotkeyManager.cs,.cs,103
66,OpenRA.Game/./HttpExtension.cs,OpenRA.Game,.,HttpExtension.cs,.cs,63
67,OpenRA.Game/Input/Hotkey.cs,OpenRA.Game,Input,Hotkey.cs,.cs,108
68,OpenRA.Game/Input/HotkeyReference.cs,OpenRA.Game,Input,HotkeyReference.cs,.cs,46
69,OpenRA.Game/Input/IInputHandler.cs,OpenRA.Game,Input,IInputHandler.cs,.cs,74
70,OpenRA.Game/Input/InputHandler.cs,OpenRA.Game,Input,InputHandler.cs,.cs,60
71,OpenRA.Game/Input/Keycode.cs,OpenRA.Game,Input,Keycode.cs,.cs,507
72,OpenRA.Game/./InstalledMods.cs,OpenRA.Game,.,InstalledMods.cs,.cs,110
73,OpenRA.Game/./IUtilityCommand.cs,OpenRA.Game,.,IUtilityCommand.cs,.cs,40
74,OpenRA.Game/./LocalPlayerProfile.cs,OpenRA.Game,.,LocalPlayerProfile.cs,.cs,185
75,OpenRA.Game/./LogProxy.cs,OpenRA.Game,.,LogProxy.cs,.cs,26
76,OpenRA.Game/./Manifest.cs,OpenRA.Game,.,Manifest.cs,.cs,286
77,OpenRA.Game/Map/ActorInitializer.cs,OpenRA.Game,Map,ActorInitializer.cs,.cs,274
78,OpenRA.Game/Map/ActorReference.cs,OpenRA.Game,Map,ActorReference.cs,.cs,206
79,OpenRA.Game/Map/CellLayer.cs,OpenRA.Game,Map,CellLayer.cs,.cs,146
80,OpenRA.Game/Map/CellLayerBase.cs,OpenRA.Game,Map,CellLayerBase.cs,.cs,68
81,OpenRA.Game/Map/CellRegion.cs,OpenRA.Game,Map,CellRegion.cs,.cs,171
82,OpenRA.Game/Map/Map.cs,OpenRA.Game,Map,Map.cs,.cs,1378
83,OpenRA.Game/Map/MapCache.cs,OpenRA.Game,Map,MapCache.cs,.cs,381
84,OpenRA.Game/Map/MapCoordsRegion.cs,OpenRA.Game,Map,MapCoordsRegion.cs,.cs,93
85,OpenRA.Game/Map/MapGrid.cs,OpenRA.Game,Map,MapGrid.cs,.cs,245
86,OpenRA.Game/Map/MapPlayers.cs,OpenRA.Game,Map,MapPlayers.cs,.cs,81
87,OpenRA.Game/Map/MapPreview.cs,OpenRA.Game,Map,MapPreview.cs,.cs,608
88,OpenRA.Game/Map/PlayerReference.cs,OpenRA.Game,Map,PlayerReference.cs,.cs,65
89,OpenRA.Game/Map/ProjectedCellLayer.cs,OpenRA.Game,Map,ProjectedCellLayer.cs,.cs,57
90,OpenRA.Game/Map/ProjectedCellRegion.cs,OpenRA.Game,Map,ProjectedCellRegion.cs,.cs,127
91,OpenRA.Game/Map/TerrainInfo.cs,OpenRA.Game,Map,TerrainInfo.cs,.cs,76
92,OpenRA.Game/Map/TileReference.cs,OpenRA.Game,Map,TileReference.cs,.cs,43
93,OpenRA.Game/./MiniYaml.cs,OpenRA.Game,.,MiniYaml.cs,.cs,488
94,OpenRA.Game/./ModData.cs,OpenRA.Game,.,ModData.cs,.cs,204
95,OpenRA.Game/./MPos.cs,OpenRA.Game,.,MPos.cs,.cs,95
96,OpenRA.Game/Network/Connection.cs,OpenRA.Game,Network,Connection.cs,.cs,387
97,OpenRA.Game/Network/ConnectionTarget.cs,OpenRA.Game,Network,ConnectionTarget.cs,.cs,63
98,OpenRA.Game/Network/GameSave.cs,OpenRA.Game,Network,GameSave.cs,.cs,322
99,OpenRA.Game/Network/GameServer.cs,OpenRA.Game,Network,GameServer.cs,.cs,265
100,OpenRA.Game/Network/GeoIP.cs,OpenRA.Game,Network,GeoIP.cs,.cs,152
101,OpenRA.Game/Network/Handshake.cs,OpenRA.Game,Network,Handshake.cs,.cs,87
102,OpenRA.Game/Network/Nat.cs,OpenRA.Game,Network,Nat.cs,.cs,101
103,OpenRA.Game/Network/Order.cs,OpenRA.Game,Network,Order.cs,.cs,430
104,OpenRA.Game/Network/OrderIO.cs,OpenRA.Game,Network,OrderIO.cs,.cs,216
105,OpenRA.Game/Network/OrderManager.cs,OpenRA.Game,Network,OrderManager.cs,.cs,323
106,OpenRA.Game/Network/ReplayConnection.cs,OpenRA.Game,Network,ReplayConnection.cs,.cs,170
107,OpenRA.Game/Network/ReplayRecorder.cs,OpenRA.Game,Network,ReplayRecorder.cs,.cs,119
108,OpenRA.Game/Network/Session.cs,OpenRA.Game,Network,Session.cs,.cs,281
109,OpenRA.Game/Network/SyncReport.cs,OpenRA.Game,Network,SyncReport.cs,.cs,326
110,OpenRA.Game/Network/TickTime.cs,OpenRA.Game,Network,TickTime.cs,.cs,57
111,OpenRA.Game/Network/UnitOrders.cs,OpenRA.Game,Network,UnitOrders.cs,.cs,352
112,OpenRA.Game/./ObjectCreator.cs,OpenRA.Game,.,ObjectCreator.cs,.cs,208
113,OpenRA.Game/Orders/IOrderGenerator.cs,OpenRA.Game,Orders,IOrderGenerator.cs,.cs,29
114,OpenRA.Game/Orders/UnitOrderGenerator.cs,OpenRA.Game,Orders,UnitOrderGenerator.cs,.cs,219
115,OpenRA.Game/./Platform.cs,OpenRA.Game,.,Platform.cs,.cs,253
116,OpenRA.Game/./Player.cs,OpenRA.Game,.,Player.cs,.cs,322
117,OpenRA.Game/./PlayerDatabase.cs,OpenRA.Game,.,PlayerDatabase.cs,.cs,118
118,OpenRA.Game/./PlayerProfile.cs,OpenRA.Game,.,PlayerProfile.cs,.cs,73
119,OpenRA.Game/Primitives/ActionQueue.cs,OpenRA.Game,Primitives,ActionQueue.cs,.cs,89
120,OpenRA.Game/Primitives/ActorInfoDictionary.cs,OpenRA.Game,Primitives,ActorInfoDictionary.cs,.cs,48
121,OpenRA.Game/Primitives/BitSet.cs,OpenRA.Game,Primitives,BitSet.cs,.cs,171
122,OpenRA.Game/Primitives/Cache.cs,OpenRA.Game,Primitives,Cache.cs,.cs,51
123,OpenRA.Game/Primitives/Color.cs,OpenRA.Game,Primitives,Color.cs,.cs,374
124,OpenRA.Game/Primitives/ConcurrentCache.cs,OpenRA.Game,Primitives,ConcurrentCache.cs,.cs,46
125,OpenRA.Game/Primitives/DisposableAction.cs,OpenRA.Game,Primitives,DisposableAction.cs,.cs,42
126,OpenRA.Game/Primitives/float2.cs,OpenRA.Game,Primitives,float2.cs,.cs,113
127,OpenRA.Game/Primitives/float3.cs,OpenRA.Game,Primitives,float3.cs,.cs,66
128,OpenRA.Game/Primitives/int2.cs,OpenRA.Game,Primitives,int2.cs,.cs,89
129,OpenRA.Game/Primitives/Int32Matrix4x4.cs,OpenRA.Game,Primitives,Int32Matrix4x4.cs,.cs,72
130,OpenRA.Game/Primitives/IObservableCollection.cs,OpenRA.Game,Primitives,IObservableCollection.cs,.cs,26
131,OpenRA.Game/Primitives/LongBitSet.cs,OpenRA.Game,Primitives,LongBitSet.cs,.cs,194
132,OpenRA.Game/Primitives/MergedStream.cs,OpenRA.Game,Primitives,MergedStream.cs,.cs,125
133,OpenRA.Game/Primitives/ObservableCollection.cs,OpenRA.Game,Primitives,ObservableCollection.cs,.cs,62
134,OpenRA.Game/Primitives/ObservableDictionary.cs,OpenRA.Game,Primitives,ObservableDictionary.cs,.cs,133
135,OpenRA.Game/Primitives/ObservableList.cs,OpenRA.Game,Primitives,ObservableList.cs,.cs,110
136,OpenRA.Game/Primitives/PlayerDictionary.cs,OpenRA.Game,Primitives,PlayerDictionary.cs,.cs,67
137,OpenRA.Game/Primitives/Polygon.cs,OpenRA.Game,Primitives,Polygon.cs,.cs,115
138,OpenRA.Game/Primitives/PriorityQueue.cs,OpenRA.Game,Primitives,PriorityQueue.cs,.cs,119
139,OpenRA.Game/Primitives/ReadOnlyAdapterStream.cs,OpenRA.Game,Primitives,ReadOnlyAdapterStream.cs,.cs,107
140,OpenRA.Game/Primitives/Rectangle.cs,OpenRA.Game,Primitives,Rectangle.cs,.cs,132
141,OpenRA.Game/Primitives/SegmentStream.cs,OpenRA.Game,Primitives,SegmentStream.cs,.cs,167
142,OpenRA.Game/Primitives/Size.cs,OpenRA.Game,Primitives,Size.cs,.cs,72
143,OpenRA.Game/Primitives/SpatiallyPartitioned.cs,OpenRA.Game,Primitives,SpatiallyPartitioned.cs,.cs,142
144,OpenRA.Game/Primitives/TypeDictionary.cs,OpenRA.Game,Primitives,TypeDictionary.cs,.cs,125
145,OpenRA.Game/./Renderer.cs,OpenRA.Game,.,Renderer.cs,.cs,536
146,OpenRA.Game/Scripting/ScriptActorInterface.cs,OpenRA.Game,Scripting,ScriptActorInterface.cs,.cs,63
147,OpenRA.Game/Scripting/ScriptContext.cs,OpenRA.Game,Scripting,ScriptContext.cs,.cs,298
148,OpenRA.Game/Scripting/ScriptMemberExts.cs,OpenRA.Game,Scripting,ScriptMemberExts.cs,.cs,73
149,OpenRA.Game/Scripting/ScriptMemberWrapper.cs,OpenRA.Game,Scripting,ScriptMemberWrapper.cs,.cs,145
150,OpenRA.Game/Scripting/ScriptObjectWrapper.cs,OpenRA.Game,Scripting,ScriptObjectWrapper.cs,.cs,70
151,OpenRA.Game/Scripting/ScriptPlayerInterface.cs,OpenRA.Game,Scripting,ScriptPlayerInterface.cs,.cs,39
152,OpenRA.Game/Scripting/ScriptTypes.cs,OpenRA.Game,Scripting,ScriptTypes.cs,.cs,192
153,OpenRA.Game/./SelectableExts.cs,OpenRA.Game,.,SelectableExts.cs,.cs,104
154,OpenRA.Game/Server/Connection.cs,OpenRA.Game,Server,Connection.cs,.cs,211
155,OpenRA.Game/Server/Exts.cs,OpenRA.Game,Server,Exts.cs,.cs,24
156,OpenRA.Game/Server/MapStatusCache.cs,OpenRA.Game,Server,MapStatusCache.cs,.cs,106
157,OpenRA.Game/Server/ProtocolVersion.cs,OpenRA.Game,Server,ProtocolVersion.cs,.cs,82
158,OpenRA.Game/Server/Server.cs,OpenRA.Game,Server,Server.cs,.cs,1411
159,OpenRA.Game/Server/TraitInterfaces.cs,OpenRA.Game,Server,TraitInterfaces.cs,.cs,63
160,OpenRA.Game/./Settings.cs,OpenRA.Game,.,Settings.cs,.cs,449
161,OpenRA.Game/Sound/Sound.cs,OpenRA.Game,Sound,Sound.cs,.cs,449
162,OpenRA.Game/Sound/SoundDevice.cs,OpenRA.Game,Sound,SoundDevice.cs,.cs,55
163,OpenRA.Game/./StreamExts.cs,OpenRA.Game,.,StreamExts.cs,.cs,240
164,OpenRA.Game/Support/Arguments.cs,OpenRA.Game,Support,Arguments.cs,.cs,40
165,OpenRA.Game/Support/AssemblyLoader.cs,OpenRA.Game,Support,AssemblyLoader.cs,.cs,363
166,OpenRA.Game/Support/Benchmark.cs,OpenRA.Game,Support,Benchmark.cs,.cs,62
167,OpenRA.Game/Support/Evaluator.cs,OpenRA.Game,Support,Evaluator.cs,.cs,108
168,OpenRA.Game/Support/ExceptionHandler.cs,OpenRA.Game,Support,ExceptionHandler.cs,.cs,102
169,OpenRA.Game/Support/HttpClientFactory.cs,OpenRA.Game,Support,HttpClientFactory.cs,.cs,48
170,OpenRA.Game/Support/HttpQueryBuilder.cs,OpenRA.Game,Support,HttpQueryBuilder.cs,.cs,61
171,OpenRA.Game/Support/LaunchArguments.cs,OpenRA.Game,Support,LaunchArguments.cs,.cs,68
172,OpenRA.Game/Support/Log.cs,OpenRA.Game,Support,Log.cs,.cs,186
173,OpenRA.Game/Support/MersenneTwister.cs,OpenRA.Game,Support,MersenneTwister.cs,.cs,87
174,OpenRA.Game/Support/PerfHistory.cs,OpenRA.Game,Support,PerfHistory.cs,.cs,49
175,OpenRA.Game/Support/PerfItem.cs,OpenRA.Game,Support,PerfItem.cs,.cs,76
176,OpenRA.Game/Support/PerfSample.cs,OpenRA.Game,Support,PerfSample.cs,.cs,33
177,OpenRA.Game/Support/PerfTickLogger.cs,OpenRA.Game,Support,PerfTickLogger.cs,.cs,48
178,OpenRA.Game/Support/PerfTimer.cs,OpenRA.Game,Support,PerfTimer.cs,.cs,117
179,OpenRA.Game/Support/Program.cs,OpenRA.Game,Support,Program.cs,.cs,20
180,OpenRA.Game/Support/VariableExpression.cs,OpenRA.Game,Support,VariableExpression.cs,.cs,978
181,OpenRA.Game/./Sync.cs,OpenRA.Game,.,Sync.cs,.cs,213
182,OpenRA.Game/./TextNotification.cs,OpenRA.Game,.,TextNotification.cs,.cs,56
183,OpenRA.Game/./TextNotificationsManager.cs,OpenRA.Game,.,TextNotificationsManager.cs,.cs,75
184,OpenRA.Game/./TraitDictionary.cs,OpenRA.Game,.,TraitDictionary.cs,.cs,320
185,OpenRA.Game/Traits/ActivityUtils.cs,OpenRA.Game,Traits,ActivityUtils.cs,.cs,41
186,OpenRA.Game/Traits/DebugPauseState.cs,OpenRA.Game,Traits,DebugPauseState.cs,.cs,29
187,OpenRA.Game/Traits/LintAttributes.cs,OpenRA.Game,Traits,LintAttributes.cs,.cs,119
188,OpenRA.Game/Traits/Player/FrozenActorLayer.cs,OpenRA.Game,Traits/Player,FrozenActorLayer.cs,.cs,367
189,OpenRA.Game/Traits/Player/Shroud.cs,OpenRA.Game,Traits/Player,Shroud.cs,.cs,427
190,OpenRA.Game/Traits/Target.cs,OpenRA.Game,Traits,Target.cs,.cs,234
191,OpenRA.Game/Traits/TraitsInterfaces.cs,OpenRA.Game,Traits,TraitsInterfaces.cs,.cs,614
192,OpenRA.Game/Traits/World/DebugVisualizations.cs,OpenRA.Game,Traits/World,DebugVisualizations.cs,.cs,70
193,OpenRA.Game/Traits/World/Faction.cs,OpenRA.Game,Traits/World,Faction.cs,.cs,38
194,OpenRA.Game/Traits/World/ScreenMap.cs,OpenRA.Game,Traits/World,ScreenMap.cs,.cs,310
195,OpenRA.Game/Traits/World/ScreenShaker.cs,OpenRA.Game,Traits/World,ScreenShaker.cs,.cs,93
196,OpenRA.Game/./Translation.cs,OpenRA.Game,.,Translation.cs,.cs,121
197,OpenRA.Game/UtilityCommands/ClearInvalidModRegistrationsCommand.cs,OpenRA.Game,UtilityCommands,ClearInvalidModRegistrationsCommand.cs,.cs,38
198,OpenRA.Game/UtilityCommands/RegisterModCommand.cs,OpenRA.Game,UtilityCommands,RegisterModCommand.cs,.cs,38
199,OpenRA.Game/UtilityCommands/UnregisterModCommand.cs,OpenRA.Game,UtilityCommands,UnregisterModCommand.cs,.cs,38
200,OpenRA.Game/./VoiceExts.cs,OpenRA.Game,.,VoiceExts.cs,.cs,90
201,OpenRA.Game/./WAngle.cs,OpenRA.Game,.,WAngle.cs,.cs,266
202,OpenRA.Game/./WDist.cs,OpenRA.Game,.,WDist.cs,.cs,155
203,OpenRA.Game/Widgets/ChromeMetrics.cs,OpenRA.Game,Widgets,ChromeMetrics.cs,.cs,48
204,OpenRA.Game/Widgets/Widget.cs,OpenRA.Game,Widgets,Widget.cs,.cs,616
205,OpenRA.Game/Widgets/WidgetLoader.cs,OpenRA.Game,Widgets,WidgetLoader.cs,.cs,86
206,OpenRA.Game/./World.cs,OpenRA.Game,.,World.cs,.cs,613
207,OpenRA.Game/./WorldUtils.cs,OpenRA.Game,.,WorldUtils.cs,.cs,81
208,OpenRA.Game/./WorldViewportSizes.cs,OpenRA.Game,.,WorldViewportSizes.cs,.cs,35
209,OpenRA.Game/./WPos.cs,OpenRA.Game,.,WPos.cs,.cs,163
210,OpenRA.Game/./WRot.cs,OpenRA.Game,.,WRot.cs,.cs,224
211,OpenRA.Game/./WVec.cs,OpenRA.Game,.,WVec.cs,.cs,159
212,OpenRA.Launcher/./Program.cs,OpenRA.Launcher,.,Program.cs,.cs,46
213,OpenRA.Mods.Cnc/Activities/Infiltrate.cs,OpenRA.Mods.Cnc,Activities,Infiltrate.cs,.cs,80
214,OpenRA.Mods.Cnc/Activities/LayMines.cs,OpenRA.Mods.Cnc,Activities,LayMines.cs,.cs,160
215,OpenRA.Mods.Cnc/Activities/Leap.cs,OpenRA.Mods.Cnc,Activities,Leap.cs,.cs,126
216,OpenRA.Mods.Cnc/Activities/LeapAttack.cs,OpenRA.Mods.Cnc,Activities,LeapAttack.cs,.cs,169
217,OpenRA.Mods.Cnc/Activities/Teleport.cs,OpenRA.Mods.Cnc,Activities,Teleport.cs,.cs,144
218,OpenRA.Mods.Cnc/Activities/VoxelHarvesterDockSequence.cs,OpenRA.Mods.Cnc,Activities,VoxelHarvesterDockSequence.cs,.cs,88
219,OpenRA.Mods.Cnc/AudioLoaders/AudLoader.cs,OpenRA.Mods.Cnc,AudioLoaders,AudLoader.cs,.cs,73
220,OpenRA.Mods.Cnc/AudioLoaders/VocLoader.cs,OpenRA.Mods.Cnc,AudioLoaders,VocLoader.cs,.cs,391
221,OpenRA.Mods.Cnc/./CncLoadScreen.cs,OpenRA.Mods.Cnc,.,CncLoadScreen.cs,.cs,112
222,OpenRA.Mods.Cnc/Effects/GpsDotEffect.cs,OpenRA.Mods.Cnc,Effects,GpsDotEffect.cs,.cs,113
223,OpenRA.Mods.Cnc/Effects/GpsSatellite.cs,OpenRA.Mods.Cnc,Effects,GpsSatellite.cs,.cs,60
224,OpenRA.Mods.Cnc/Effects/SatelliteLaunch.cs,OpenRA.Mods.Cnc,Effects,SatelliteLaunch.cs,.cs,58
225,OpenRA.Mods.Cnc/FileFormats/AudReader.cs,OpenRA.Mods.Cnc,FileFormats,AudReader.cs,.cs,137
226,OpenRA.Mods.Cnc/FileFormats/Blowfish.cs,OpenRA.Mods.Cnc,FileFormats,Blowfish.cs,.cs,410
227,OpenRA.Mods.Cnc/FileFormats/BlowfishKeyProvider.cs,OpenRA.Mods.Cnc,FileFormats,BlowfishKeyProvider.cs,.cs,494
228,OpenRA.Mods.Cnc/FileFormats/CRC32.cs,OpenRA.Mods.Cnc,FileFormats,CRC32.cs,.cs,122
229,OpenRA.Mods.Cnc/FileFormats/HvaReader.cs,OpenRA.Mods.Cnc,FileFormats,HvaReader.cs,.cs,63
230,OpenRA.Mods.Cnc/FileFormats/IdxEntry.cs,OpenRA.Mods.Cnc,FileFormats,IdxEntry.cs,.cs,45
231,OpenRA.Mods.Cnc/FileFormats/IdxReader.cs,OpenRA.Mods.Cnc,FileFormats,IdxReader.cs,.cs,44
232,OpenRA.Mods.Cnc/FileFormats/LCWCompression.cs,OpenRA.Mods.Cnc,FileFormats,LCWCompression.cs,.cs,167
233,OpenRA.Mods.Cnc/FileFormats/LZOCompression.cs,OpenRA.Mods.Cnc,FileFormats,LZOCompression.cs,.cs,289
234,OpenRA.Mods.Cnc/FileFormats/VqaReader.cs,OpenRA.Mods.Cnc,FileFormats,VqaReader.cs,.cs,614
235,OpenRA.Mods.Cnc/FileFormats/VxlReader.cs,OpenRA.Mods.Cnc,FileFormats,VxlReader.cs,.cs,159
236,OpenRA.Mods.Cnc/FileFormats/WsaReader.cs,OpenRA.Mods.Cnc,FileFormats,WsaReader.cs,.cs,136
237,OpenRA.Mods.Cnc/FileFormats/XccGlobalDatabase.cs,OpenRA.Mods.Cnc,FileFormats,XccGlobalDatabase.cs,.cs,60
238,OpenRA.Mods.Cnc/FileFormats/XccLocalDatabase.cs,OpenRA.Mods.Cnc,FileFormats,XccLocalDatabase.cs,.cs,69
239,OpenRA.Mods.Cnc/FileFormats/XORDeltaCompression.cs,OpenRA.Mods.Cnc,FileFormats,XORDeltaCompression.cs,.cs,82
240,OpenRA.Mods.Cnc/FileSystem/BigFile.cs,OpenRA.Mods.Cnc,FileSystem,BigFile.cs,.cs,123
241,OpenRA.Mods.Cnc/FileSystem/MegFile.cs,OpenRA.Mods.Cnc,FileSystem,MegFile.cs,.cs,138
242,OpenRA.Mods.Cnc/FileSystem/MixFile.cs,OpenRA.Mods.Cnc,FileSystem,MixFile.cs,.cs,245
243,OpenRA.Mods.Cnc/FileSystem/PackageEntry.cs,OpenRA.Mods.Cnc,FileSystem,PackageEntry.cs,.cs,118
244,OpenRA.Mods.Cnc/FileSystem/Pak.cs,OpenRA.Mods.Cnc,FileSystem,Pak.cs,.cs,104
245,OpenRA.Mods.Cnc/Graphics/ClassicSpriteSequence.cs,OpenRA.Mods.Cnc,Graphics,ClassicSpriteSequence.cs,.cs,49
246,OpenRA.Mods.Cnc/Graphics/ClassicTilesetSpecificSpriteSequence.cs,OpenRA.Mods.Cnc,Graphics,ClassicTilesetSpecificSpriteSequence.cs,.cs,86
247,OpenRA.Mods.Cnc/Graphics/TeslaZapRenderable.cs,OpenRA.Mods.Cnc,Graphics,TeslaZapRenderable.cs,.cs,164
248,OpenRA.Mods.Cnc/Graphics/Voxel.cs,OpenRA.Mods.Cnc,Graphics,Voxel.cs,.cs,161
249,OpenRA.Mods.Cnc/Graphics/VoxelLoader.cs,OpenRA.Mods.Cnc,Graphics,VoxelLoader.cs,.cs,241
