19805	OPEN	M1 applesilicon arm64 support	Packaging, OS: MacOS X	2021-12-28 12:06:44 +0000 UTC
19803	CLOSED	My game crashed	Crash	2021-11-15 15:04:06 +0000 UTC
19802	CLOSED	Cannot uninstall OpenRA on openSUSE.	Bug	2021-11-15 11:39:56 +0000 UTC
19798	OPEN	Consider reordering SEARCHDIRS on linux for TARGETPLATFORM=unix-generic	Crash, OS: Linux	2021-11-12 20:10:44 +0000 UTC
19793	OPEN	GrantConditionOnDeploy prevents AttackMove TargetLine being rendered	Bug	2021-11-05 16:30:14 +0000 UTC
19790	CLOSED	Normalise locomotor speeds to 100 on Clear terrain (RA)	Idea/Wishlist	2021-11-03 06:16:28 +0000 UTC
19788	CLOSED	A crash related to TSResourceLayer.IsValidResourceNeighbour	Crash, Tiberian Sun	2021-11-11 14:09:25 +0000 UTC
19783	OPEN	D2k - Map importer crashes if map has walls	Crash, Dune 2000, Map Editor	2021-11-15 08:47:33 +0000 UTC
19781	CLOSED	Error "wine64: command not found" when build package for windows	Bug, Packaging, OS: Windows	2021-10-29 20:25:59 +0000 UTC
19777	CLOSED	Bleed: Regression - Nod 03a and 03b have Scripting Crash	Crash, Tiberian Dawn, Scripting	2021-11-08 13:46:42 +0000 UTC
19775	CLOSED	Game crash due to File not found: jtc04.husk.shp	Crash	2021-10-27 08:29:42 +0000 UTC
19772	CLOSED	Red Alert and Dune playimage release-20210321 get stuck in loading screen (Debian/i3wm)	Bug	2021-10-26 22:05:34 +0000 UTC
19770	OPEN	Make PortableChrono conditional	Idea/Wishlist	2021-10-24 11:52:32 +0000 UTC
19769	OPEN	CPos.X/Y is undocumented	Documentation, Scripting	2021-10-24 21:18:35 +0000 UTC
19768	CLOSED	Needs Offline Install Option	Idea/Wishlist	2021-10-30 19:25:11 +0000 UTC
19764	OPEN	Add support for 48kHz Stereo AUD files (and possibly replace the defaults)	Idea/Wishlist, Audio	2021-10-21 23:11:54 +0000 UTC
19762	CLOSED	🔔 Ethereum phishing detected on www.OpenRa.net 🔔	Bug	2021-10-19 12:22:40 +0000 UTC
19761	OPEN	Hidden widgets should not be able to recieve or retain mouse and keyboard focus	Refactor, UI	2021-10-19 13:47:42 +0000 UTC
19760	OPEN	Fix PlayMusic not understanding uppercase characters in Lua	Scripting	2021-10-21 15:44:24 +0000 UTC
19759	OPEN	Add STUN and TURN(?) support	Idea/Wishlist, Networking	2021-10-26 22:02:55 +0000 UTC
19757	OPEN	WithIdleOverlay does not work with facings	Bug	2021-10-16 18:12:10 +0000 UTC
19753	CLOSED	Neutral buildings (including fences/walls) count towards "Buildings Killed" category	Bug	2021-10-29 19:07:07 +0000 UTC
19751	OPEN	TS - EMPed AttackFrontal units can turn when given attack order.	Bug, Tiberian Sun	2021-11-02 12:44:35 +0000 UTC
19750	CLOSED	‘‘libsoft_oal’’ is missing.but I have openal	Bug	2021-11-09 10:14:48 +0000 UTC
19744	OPEN	Bug on TileSelecter in Map editor	Bug, Map Editor, Tiberian Sun	2021-10-14 21:16:28 +0000 UTC
19740	CLOSED	RA: Official Map Europe is Bugged	Bug	2021-10-26 14:18:18 +0000 UTC
19735	CLOSED	Crash when pressing Esc in-game	Crash, Regression	2021-10-14 17:45:29 +0000 UTC
19734	OPEN	RepairableNear should able to grant a condition while in effect	Idea/Wishlist	2021-10-10 11:51:41 +0000 UTC
19730	CLOSED	Regression: D2k - Structure blueprint outside N/S map bounds crashes game	Crash, Dune 2000	2021-10-12 08:47:34 +0000 UTC
19726	CLOSED	In-game chat text field is automatically focused while hidden	Bug	2021-10-16 18:34:39 +0000 UTC
19725	OPEN	GPU usage is always 50-60% usage as long as OpenRA is running.	Bug, Performance, OS: MacOS X	2021-10-10 16:19:37 +0000 UTC
19724	OPEN	Airstrike Notification/Sound Priority System	Idea/Wishlist, Audio	2021-12-05 17:26:25 +0000 UTC
19723	OPEN	PortableChrono on Aircraft causes its Contrails to draw a line	Bug	2021-10-08 17:57:31 +0000 UTC
19721	CLOSED	Chat text field is not focused for lobby admins	Bug	2021-10-16 18:34:40 +0000 UTC
19716	OPEN	Paratroopers are wrong colour in campaign	Red Alert, Polish	2021-10-05 18:56:54 +0000 UTC
19715	OPEN	Allow us to use keyboard in map browser and server list	Idea/Wishlist	2021-10-05 06:48:51 +0000 UTC
19711	OPEN	TD/RA units should have their 'individual' voice	Feature, Polish	2021-10-02 23:10:11 +0000 UTC
19707	CLOSED	A crash related with Exit trait (and probably plus AI)	Crash	2021-11-18 19:52:05 +0000 UTC
19705	CLOSED	Manjaro: OpenRA (Dune 2000) hangs on startup and can't install game music from ISO	Question / Support, OS: Linux	2021-10-01 17:34:36 +0000 UTC
19700	CLOSED	Lobby options dropdown description should make sense in a disabled state	Polish, UI	2021-10-09 13:43:28 +0000 UTC
19697	OPEN	polish, advanched chronoshift powers icon tooltip	Red Alert, Polish	2021-10-02 16:23:48 +0000 UTC
19684	CLOSED	MainMenuLogic, SetNewsStatus, connection exception not shown.	Bug	2021-10-27 16:40:53 +0000 UTC
19683	OPEN	Last bit of ore cannot be commanded to be harvested by ore truck, but block our building placement	Bug	2021-09-24 15:29:26 +0000 UTC
19672	OPEN	SheetBuilder/SpriteCache should use Palette.TransparentIndex for sprite borders	Mod Support	2021-09-18 13:01:42 +0000 UTC
19670	OPEN	SIGSEGV in Mono Runtime on startup when installing from xtradeb	Crash, OS: Linux	2021-09-23 13:20:34 +0000 UTC
19668	CLOSED	MacOSX 12 Black screen with with music after briefing	Bug	2021-09-16 06:58:19 +0000 UTC
19665	OPEN	High CPU usage on Linux	Performance, OS: Linux	2021-09-24 13:59:06 +0000 UTC
19658	CLOSED	.NET 5 build cannot run on OSX 10.15.7	Crash, OS: MacOS X	2021-09-20 20:33:26 +0000 UTC
19654	CLOSED	Placing spice outside the map bounds causes a crash	Crash, Dune 2000	2021-09-09 08:19:18 +0000 UTC
19652	CLOSED	Loading maps in the editor crashes	Crash, Map Editor, Regression	2021-09-07 18:45:51 +0000 UTC
19651	OPEN	Impossible to chat after the game finished	Bug, UI	2021-09-21 13:10:19 +0000 UTC
19648	OPEN	Add "Battlecontrol Initialized" to TD	Polish, Tiberian Dawn, Audio	2021-09-14 22:10:13 +0000 UTC
19647	OPEN	NullReferenceException in ParatroopersPower PlayLaunchSounds	Crash	2021-09-12 12:20:03 +0000 UTC
19645	OPEN	Replacement: doesn't work properly with LineBuild:.	Bug	2021-08-31 13:18:28 +0000 UTC
19644	CLOSED	Recent OpenRA version: features removal and brutal nerfs?	Bug	2021-08-30 21:33:14 +0000 UTC
19643	OPEN	Selected Sounds should not be audible behind fog of war/black shroud	Idea/Wishlist, Audio	2021-09-05 17:04:11 +0000 UTC
19641	CLOSED	Servers that set a password can no longer be joined	Regression, UI	2021-09-02 06:05:37 +0000 UTC
19639	OPEN	Change Briefing Text Color	Idea/Wishlist	2021-10-07 19:14:08 +0000 UTC
19638	CLOSED	ShortGame lobby checkbox plumbing is bogus	Refactor	2021-08-29 00:52:53 +0000 UTC
19637	OPEN	Fix Carryall Reinforcements behaviour in Dune 2000	Bug, Dune 2000	2021-08-28 13:19:53 +0000 UTC
19636	CLOSED	Mechanic disappeared due to time out	Bug	2021-08-27 23:47:39 +0000 UTC
19633	CLOSED	Player's buildings explode with high handicap and without concrete (Dune 2000)	Bug, Dune 2000	2021-09-27 17:31:25 +0000 UTC
19630	CLOSED	Question: .NET 5 release requires VS19?	Documentation	2021-08-23 14:29:07 +0000 UTC
19623	CLOSED	Pasting in map editor happens for both mouse down and mouse up actions.	Bug, Map Editor	2021-08-22 14:06:21 +0000 UTC
19621	CLOSED	Images slightly outside of the viewport are cut off	Bug, Regression	2021-08-25 15:42:45 +0000 UTC
19619	CLOSED	A crash related to revoking condition in GrantConditionOnDamageState	Crash	2021-08-20 19:04:18 +0000 UTC
19618	CLOSED	TS subcell coordinates are incorrect	Polish, Tiberian Sun	2021-10-27 19:53:40 +0000 UTC
19614	CLOSED	GPU Acceleration	Idea/Wishlist, Performance	2021-09-04 09:48:16 +0000 UTC
19613	CLOSED	ChangesHealth and killself count the actor killed scores to owner Player	Bug	2021-09-02 06:00:44 +0000 UTC
19612	OPEN	ProductionQueue, cache MostLikelyProducer?	Idea/Wishlist, Performance	2021-08-21 18:06:49 +0000 UTC
19609	CLOSED	Should `IHealth` not also consider `Disposed`?	Question / Support	2021-09-09 19:13:41 +0000 UTC
19605	CLOSED	Is Tiberian Sun removed from bleed branch?	Question / Support	2021-08-13 09:42:09 +0000 UTC
19604	CLOSED	dali.jpg feat: suggested users to follow 11 months ago default.png Add comments pagination, improve skeleton loading, add default image,… 4 months ago karl.jpg feat: seed update, comments, date difference 11 months ago orwell.jpg feat: suggested users to follow 11 months ago raphael.jpg feat: seed update, comments, date difference 11 months ago steve.jpg refactor: big big big big 6 months ago	Bug	2021-08-13 00:07:10 +0000 UTC
19600	CLOSED	Launch.Map= parameter does not work with paths to packaged .oramap files (yet works with paths to unpackaged maps)	Bug	2021-08-12 07:33:17 +0000 UTC
19593	OPEN	Cannot fire bug by AreaBeam	Bug	2021-08-07 11:14:42 +0000 UTC
19592	CLOSED	Game crash: a new guard page for the stack cannot be created	Crash	2021-08-07 10:30:54 +0000 UTC
19585	OPEN	McvManagerBotModule.MinimumConstructionYardCount should count MCVs in construction	Bug, AI	2021-08-04 18:00:55 +0000 UTC
19584	OPEN	UnitBuilderBotModule.UnitLimits is sometimes ignored by AI	Bug, AI	2021-08-07 07:09:43 +0000 UTC
19583	OPEN	Multiple MCVs built at same time by AI often go to same spot on the map.	Bug, AI	2021-08-04 18:01:09 +0000 UTC
19582	OPEN	Merge Animation, AnimationWithOfffset and possibly AnimationWrapper	Idea/Wishlist, Performance	2021-08-07 07:11:23 +0000 UTC
19580	OPEN	YAML `Inherits` works only at the actor level	Feature	2021-08-21 18:08:00 +0000 UTC
19579	CLOSED	A Crash related to harvester pathfinder	Crash	2021-08-04 18:02:13 +0000 UTC
19577	CLOSED	TS refinery Zoffset	Bug, Tiberian Sun	2021-08-20 18:17:55 +0000 UTC
19576	OPEN	TS bridges are not visible on radar	Bug, Tiberian Sun	2021-08-07 07:11:57 +0000 UTC
19575	OPEN	Map preview spawn placement doesn't account for terrain height	Tiberian Sun, Mod Support	2021-08-01 20:05:05 +0000 UTC
19571	CLOSED	My game crashed	Crash, OS: Linux	2021-08-01 18:08:23 +0000 UTC
19567	CLOSED	UPnP option not working with OpenRa	Bug, Networking	2021-08-10 07:43:51 +0000 UTC
19566	CLOSED	My game crashed	Crash, OS: MacOS X	2021-12-28 22:54:04 +0000 UTC
19562	OPEN	Terrain can be visible, yet not explored	Bug	2021-07-24 20:31:52 +0000 UTC
19556	CLOSED	`System.NotImplementedException`: No rules definition for unit 1tnk.husk	Crash	2021-07-23 09:18:46 +0000 UTC
19555	OPEN	make it so map makers can change the minimap colors for maps with custom palettes	Idea/Wishlist	2021-07-23 01:36:44 +0000 UTC
19554	CLOSED	certain custom maps will not show in-game	Bug	2021-07-22 01:53:30 +0000 UTC
19548	CLOSED	mission, ...109, unable to complete?	Bug	2021-07-20 20:12:44 +0000 UTC
19545	OPEN	Dune: House Ambassadors/Embacies	Idea/Wishlist, Dune 2000	2021-08-01 16:44:22 +0000 UTC
19541	CLOSED	Activity.GetTargets not used.	Idea/Wishlist	2021-07-18 18:08:57 +0000 UTC
19536	CLOSED	AppearsOnRadar, expensive Sync	Performance	2021-07-23 19:01:16 +0000 UTC
19535	OPEN	Calculatation of sync on properties, relatively expensive	Performance	2021-08-21 18:13:36 +0000 UTC
19527	OPEN	D2k map importer causes unnecessary lint errors if another mod uses D2k dll.	Bug, Dune 2000, Utility, Mod Support	2021-09-11 07:39:01 +0000 UTC
19526	CLOSED	Game Crash on start	Crash, OS: Linux	2021-07-16 08:38:40 +0000 UTC
19520	OPEN	NativeAOT compilation support	Idea/Wishlist, Performance	2021-08-21 18:16:53 +0000 UTC
19518	CLOSED	Crash when restarting the game after changing between fullscreen and windowed mode	Crash, OS: Windows	2021-11-06 10:21:14 +0000 UTC
19516	CLOSED	My game crashed	Crash, Packaging, Question / Support, OS: Linux	2021-07-15 10:37:50 +0000 UTC
19514	OPEN	Use nullable reference types (C# 8.0)	Idea/Wishlist, Question / Support	2021-07-13 20:53:42 +0000 UTC
19512	OPEN	Large crashed aircraft terrain backgrounds are split per cell in the Tiles palette	Bug, Map Editor, Tiberian Sun, Regression	2021-07-13 11:57:45 +0000 UTC
19511	CLOSED	Veinholes are not rendered	Bug, Tiberian Sun	2021-08-01 19:56:53 +0000 UTC
19505	OPEN	mpspawn and waypoint show brighter player colors	Map Editor, Polish, Regression	2021-07-12 09:11:12 +0000 UTC
19500	CLOSED	NullReferenceException in AddFactionSuffixLogic	Crash, Map Editor, Tiberian Dawn	2021-07-12 13:20:34 +0000 UTC
19496	CLOSED	Looped Music is not gapless	Performance, Polish, Audio	2021-11-11 22:49:55 +0000 UTC
19485	CLOSED	Muti-Hitshape with armor will result in unit take 100% damage	Bug	2021-07-04 10:59:52 +0000 UTC
19483	CLOSED	Port to UWP/APPX for Xbox One/Series Consoles Dev Mode	Idea/Wishlist	2021-07-07 01:06:43 +0000 UTC
19482	CLOSED	Needs help on TA capture crash	Crash	2021-09-27 20:19:13 +0000 UTC
19480	CLOSED	Dune 2000 campaign FOW	Idea/Wishlist, Dune 2000	2021-08-08 14:22:40 +0000 UTC
19478	CLOSED	Allow Map Editor to load > 64 Spawn Points	Bug	2021-07-03 13:25:16 +0000 UTC
19471	CLOSED	[bleed] "Preferred color" rectangle thumbnail displays value from settings.yaml, not actual ingame color	Bug	2021-07-03 17:18:26 +0000 UTC
19465	OPEN	Not optimal path finding	Bug, Pathfinding	2021-08-07 19:59:13 +0000 UTC
19464	CLOSED	Spies do not detect enemy disguised spies	Bug	2021-06-24 18:21:07 +0000 UTC
19457	OPEN	Game crashes when hosting local multiplayer game and specific client attempts to connect	Crash, Networking, OS: MacOS X	2021-07-15 15:59:50 +0000 UTC
19455	CLOSED	My game crashed	Crash, OS: MacOS X	2021-12-28 22:54:14 +0000 UTC
19454	OPEN	D2K Add smoke effects on health lower than 50%	Feature, Dune 2000	2021-10-08 15:11:46 +0000 UTC
19450	CLOSED	"Primary" building is Ignored/Reset when a new one is built	Bug, UI	2021-06-21 15:47:04 +0000 UTC
19449	CLOSED	AI Doesn't Launch Atom Bomb / Nuke If You Don't Have a ConYard	Bug, AI	2021-07-17 23:09:05 +0000 UTC
19448	CLOSED	Potential order manager (cleanup) regressions	Networking, Regression	2021-07-07 23:12:05 +0000 UTC
19438	CLOSED	SpriteRenderer SetRenderStateForSprite has a probability of getting the wrong sheetindex	Bug	2021-07-29 08:58:48 +0000 UTC
19435	CLOSED	D2kBuilding concrete placement ignore Min/MaxColor of the tile.	Bug, Dune 2000	2021-08-21 12:16:02 +0000 UTC
19434	CLOSED	Redalert and Dune crashed before I can choose Singleplayer or Multiplayer. Tib Dawn is working	Crash, OS: Linux	2021-06-18 04:47:26 +0000 UTC
19433	OPEN	FirePowerMultiplier expansion	Idea/Wishlist	2021-05-29 18:48:36 +0000 UTC
19432	CLOSED	Reimplement barrels as subcell actors	Idea/Wishlist, Red Alert	2021-10-28 14:41:51 +0000 UTC
19430	OPEN	In-game scores should be invisible to players	Balancing, UI	2021-06-22 20:36:59 +0000 UTC
19428	CLOSED	CD'S (ISOS) aren't detected	Bug, OS: Linux	2021-06-01 18:57:27 +0000 UTC
19427	OPEN	disable aircraft out of ammo behavior.	Idea/Wishlist	2021-06-05 10:37:08 +0000 UTC
19424	OPEN	Make AttackActivity in AttackFollow public and make ChildActivity in Activity public	Idea/Wishlist	2021-05-22 16:05:35 +0000 UTC
19423	CLOSED	Exactly 64 players on a map causes a crash	Bug	2021-07-03 13:25:16 +0000 UTC
19421	CLOSED	Dune 2000 always show Game Music Requires Disc	Bug	2021-05-21 15:31:42 +0000 UTC
19420	OPEN	Ability to test the map without restarting the game.	Idea/Wishlist	2021-07-14 22:28:01 +0000 UTC
19419	OPEN	Better memory management for loading assets in RAM	Bug, Performance	2021-05-19 13:18:25 +0000 UTC
19417	CLOSED	Creeps and Neutrals do nothing on Dedicated Servers	Bug	2021-05-22 09:18:45 +0000 UTC
19415	CLOSED	Attempted to process orders from client X for frame 1 on frame X	Crash, Networking	2021-05-23 11:44:19 +0000 UTC
19410	CLOSED	Turn OpenRA into a Libretro Core for RetroArch and RetroPie	Idea/Wishlist	2021-05-12 23:14:16 +0000 UTC
19407	OPEN	Should naval AI units destroy bridges for passing? (see screenshot inside)	Idea/Wishlist, AI	2021-05-13 09:43:51 +0000 UTC
19406	CLOSED	Add soviet variation of Hind, when soviets capture helipad or have double tech	Idea/Wishlist	2021-05-14 11:39:53 +0000 UTC
19405	OPEN	Dedicated Server Administration Functionality	Feature, Dedicated, Meta	2021-12-20 01:42:13 +0000 UTC
19401	OPEN	Ability to play the music through a separate interface	Idea/Wishlist, Audio	2021-06-21 10:55:56 +0000 UTC
19397	OPEN	Prevent restarting of running activities	Feature	2021-08-05 20:48:11 +0000 UTC
19396	OPEN	Include penetration property inside Bullet projectile	Idea/Wishlist	2021-05-05 16:46:41 +0000 UTC
19390	OPEN	Crash related with missile climbs higher terrain	Crash	2021-05-08 10:46:12 +0000 UTC
19386	OPEN	Stop message spam on in game chat and the lobby	Feature	2021-05-02 21:19:29 +0000 UTC
19383	OPEN	Attack facing is not limited to the front ahead	Idea/Wishlist	2021-05-04 02:50:47 +0000 UTC
19382	OPEN	Ranger+engie loading auto-cancel according to movements	Bug, Pathfinding	2021-05-02 21:20:19 +0000 UTC
19381	CLOSED	Game crashed : No rules definition for unit 1tnk.husk	Crash	2021-04-30 14:00:14 +0000 UTC
19378	CLOSED	FreeActor: AllowRespawn Wont work	Bug	2021-04-29 14:21:28 +0000 UTC
19377	CLOSED	My game crashed instantly	Crash	2021-05-03 12:51:03 +0000 UTC
19376	OPEN	Announcer volume changes with position in Support Power palette ordering	Bug	2021-10-10 19:44:24 +0000 UTC
19375	OPEN	Dependency injection	Idea/Wishlist, Refactor	2021-09-06 21:18:24 +0000 UTC
19368	OPEN	Game crashes on attempting to load - too many units saved?	Crash	2021-07-14 21:33:49 +0000 UTC
19366	OPEN	^Plane: with Aircraft: with IdleBehavior: ReturnToBase hangs Midair when last Airfield actor gets sold	Bug	2021-04-23 08:11:41 +0000 UTC
19358	OPEN	D2kBuilding concrete placement don't work properly with terrain palette overrides.	Bug, Dune 2000	2021-07-11 21:30:37 +0000 UTC
19357	CLOSED	Power down sprite does not show if you zoom out too far in spec view	Bug	2021-07-07 00:39:56 +0000 UTC
19356	CLOSED	Infantry overlap	Bug	2021-05-04 09:30:17 +0000 UTC
19352	CLOSED	doc/INSTALL: mention `dotnet msbuild` in case `msbuild` is not there	Idea/Wishlist	2021-04-17 16:43:10 +0000 UTC
19347	CLOSED	With "move jumpy-ness" fix, speed of 128 results in faster movement than it should	Bug	2021-05-23 08:49:40 +0000 UTC
19346	CLOSED	Unhardcode "moveflsh"	Idea/Wishlist	2021-07-04 08:41:40 +0000 UTC
19341	OPEN	Ability to make AI Builds individually for each faction	Idea/Wishlist	2021-04-19 00:50:32 +0000 UTC
19340	OPEN	Target checks for infiltration don't properly account for disabled Targetables:	Bug	2021-04-12 13:28:23 +0000 UTC
19339	OPEN	RA Thief unable to capture targets that move too much	Bug, Red Alert, Pathfinding	2021-07-11 21:32:39 +0000 UTC
19337	CLOSED	Harkonnen 8 errors when capturing Mercenary War Factory after killing Ordos Palace.	Bug	2021-04-13 19:39:24 +0000 UTC
19334	CLOSED	Potential server-side DoS vulnerability related to blocking sends	Bug, Networking	2021-05-30 12:37:26 +0000 UTC
19331	OPEN	WithSupportPowerActivationOverlay/Animation don't support limiting it to specific Power	Idea/Wishlist	2021-04-09 13:37:33 +0000 UTC
19330	CLOSED	[Feature request] Random map generator	Idea/Wishlist	2021-04-15 07:02:28 +0000 UTC
19329	CLOSED	Game crashes every time I open up my map on Map editor	Crash	2021-04-09 10:17:11 +0000 UTC
19328	OPEN	My game crashed when MacBook is plugged into dock with Displayport Connection	Crash, OS: MacOS X	2021-09-14 07:04:15 +0000 UTC
19326	CLOSED	Copy & Paste function would be more convinient when the brush does not get cleared after paste	Map Editor, Polish	2021-07-14 02:01:34 +0000 UTC
19320	OPEN	Music separated by Factions	Idea/Wishlist, Audio	2021-04-08 12:35:03 +0000 UTC
19318	CLOSED	Please add Chinese support		2021-04-05 08:22:14 +0000 UTC
19314	CLOSED	visual bug for InitialActor in Carryall trait	Bug	2021-04-04 14:37:10 +0000 UTC
19313	CLOSED	tooltip over shrouded civilian building shows caption tree.	Bug	2021-07-11 21:38:34 +0000 UTC
19311	CLOSED	On macOS some users may have 2 GPUs have a setting to allow forcing to use 1 of the GPUs	Idea/Wishlist	2021-04-04 18:15:05 +0000 UTC
19310	OPEN	AI controls submarine to fire to a stone between	Bug, AI	2021-04-05 22:16:12 +0000 UTC
19309	CLOSED	[Linux] does not compile on Debian stable i386	Bug, OS: Linux	2021-04-01 17:02:30 +0000 UTC
19308	CLOSED	[map editor] How to rotate ?	Idea/Wishlist, Map Editor	2021-04-09 15:08:23 +0000 UTC
19307	OPEN	Gravity Bomb doesn't account for terrain height after initial bomb	Bug, Tiberian Sun	2021-05-07 22:34:43 +0000 UTC
19304	CLOSED	`Handicap` trait gets treated as the `team` trait	Bug	2021-06-25 14:25:17 +0000 UTC
19303	CLOSED	`Lockhandicap` has no effect on UI	Bug	2021-06-25 14:25:17 +0000 UTC
19299	CLOSED	Dune 2020 music installer installs WAITGAME.AUD as WAITGAME.A	Bug	2021-03-28 22:10:41 +0000 UTC
19296	CLOSED	making on win10 - no nuget source.	Bug, OS: Windows	2021-03-28 19:25:30 +0000 UTC
19289	OPEN	KDE window titlebar icon is not displayed	Polish, UI, OS: Linux	2021-07-18 11:48:35 +0000 UTC
19288	CLOSED	Minimap in editor not updating to new ownership of actor	Bug, Map Editor	2021-10-24 20:54:10 +0000 UTC
19287	OPEN	'zombie' actor in map editor that does not get removed on deletion	Bug, Map Editor	2021-03-26 19:31:27 +0000 UTC
19286	CLOSED	Implement a check in Map Editor against identical duplicate Id	Crash, Bug, Feature, Map Editor	2021-07-17 21:27:25 +0000 UTC
19283	OPEN	Some wishes for future OpenRA AI	Idea/Wishlist, AI	2021-05-12 11:23:35 +0000 UTC
19281	OPEN	Mobile>EnabledByDefault:false units don't properly leave buildings when built.	Bug	2021-03-25 13:25:28 +0000 UTC
19279	CLOSED	NRE in DeliverUnit.ReleaseUnit after player surrendered	Crash	2021-10-02 21:01:25 +0000 UTC
19278	CLOSED	Aircraft Idle Speed Unaffected by SpeedMultiplier or Pausing	Bug	2021-07-04 20:26:46 +0000 UTC
19276	CLOSED	RevealsMap used with GrantPrerequisiteChargeDrainPower causes Ctd	Crash, Bug	2021-03-27 15:57:21 +0000 UTC
19275	OPEN	ClassicParallelProductionQueue weirdness(es)	Bug	2021-07-15 19:19:11 +0000 UTC
19274	CLOSED	Add "Not use map settings" option in skirmish and multiplayer	Idea/Wishlist	2021-03-23 10:36:08 +0000 UTC
19272	CLOSED	Screensaver with continuous skirmish bots playing against each other	Idea/Wishlist	2021-03-24 14:25:10 +0000 UTC
19271	CLOSED	Script error in situation-critical: playtest-20210131	Bug, Scripting	2021-04-03 16:58:00 +0000 UTC
19270	CLOSED	Crashed when open map-editor	Crash	2021-03-22 13:53:24 +0000 UTC
19263	OPEN	Remove the Cloak palette override and reimplement using alpha	Refactor	2021-03-20 16:38:29 +0000 UTC
19262	OPEN	Rename WithIdleOverlay to WithOverlay and implement a proper WithIdleOverlay trait	Refactor	2021-03-20 16:28:21 +0000 UTC
19261	OPEN	My game crashed after getting a crate	Crash	2021-07-15 16:28:35 +0000 UTC
19260	CLOSED	The late game lags caused by Log.cs	Bug, Performance	2021-04-03 21:53:30 +0000 UTC
19258	OPEN	crash, locomotor, celllayer, Index was outside the bounds of the array	Crash	2021-03-19 23:54:14 +0000 UTC
19256	CLOSED	openra support slopes ????	Question / Support	2021-03-21 18:15:53 +0000 UTC
19255	OPEN	'ClonesProducedUnits' not taking effect	Documentation	2021-04-11 09:59:38 +0000 UTC
19253	CLOSED	D2k - DamagesConcrete under ^Cannon is overridden wrong.	Bug	2021-03-21 11:09:42 +0000 UTC
19248	OPEN	(Legacy) Bridges can be set up in a way that causes an infinite loop	Bug	2021-03-16 19:20:09 +0000 UTC
